keyword,emotion
delights,Happy
legard,Happy
almost,Excited
emotionally,Excited
aggressive,Fearful
stand,Angry
giggle,Angry
acknowledge,Angry
penny,Happy
buck,Angry
soapbox,Angry
accepts,Angry
truths,Angry
disrespected,Sad
leave,Excited
others,Excited
delighted,Excited
whiff,Happy
chats,Happy
cracks,Happy
systems,Happy
numbers,Happy
depressed,Fearful
noticed,Angry
tiny,Angry
unnoticeable,Angry
burrowed,Angry
absolute,Happy
topics,Happy
harm,Sad
ny,Sad
lose,Excited
apparently,Excited
works,Excited
sweater,Happy
lowest,Happy
hotshot,Happy
dashed,Sad
movie,Sad
lunajubilee,Sad
stuck,Happy
mcdonalds,Happy
delicate,Fearful
bird,Fearful
video,Angry
pete,Angry
edochie,Angry
responds,Angry
death,Angry
hoax,Angry
olajideolafunmbi,Angry
fiddly,Angry
necessities,Angry
creative,Angry
purposely,Fearful
negative,Fearful
immensely,Happy
gotta,Excited
dollars,Excited
dropped,Excited
totaled,Excited
canvases,Excited
display,Excited
intentions,Sad
appreciated,Fearful
o,Happy
entering,Fearful
chapter,Fearful
prove,Fearful
glad,Fearful
peter,Fearful
interest,Fearful
decidedly,Fearful
egalitarian,Fearful
feminist,Fearful
christian,Fearful
jonalyn,Fearful
finchers,Fearful
href,Fearful
http,Fearful
soulation,Fearful
shouldve,Angry
compartmentalised,Happy
science,Happy
minds,Happy
flicking,Happy
dials,Happy
disorder,Sad
twd,Sad
example,Sad
dual,Sad
excellence,Sad
tedious,Sad
issue,Sad
superhero,Sad
plan,Excited
system,Excited
neighbors,Excited
company,Excited
nellie,Happy
rang,Happy
leslie,Happy
piece,Angry
improve,Angry
background,Angry
detailed,Angry
girlfriends,Happy
involves,Happy
whimsical,Happy
dreamy,Happy
photoshoots,Happy
decorations,Happy
shoulder,Fearful
slow,Fearful
flutter,Fearful
bet,Angry
selfish,Fearful
throw,Fearful
fade,Happy
hairstyle,Happy
starts,Happy
droop,Happy
frizz,Happy
straightforward,Sad
theyd,Sad
gross,Sad
scattered,Angry
appeal,Happy
envous,Fearful
sin,Fearful
jealousy,Fearful
sore,Fearful
miles,Fearful
politicians,Fearful
tomfoolery,Fearful
shenanigans,Fearful
washington,Fearful
subject,Fearful
action,Fearful
advocate,Fearful
actions,Fearful
sobbed,Fearful
crisp,Happy
rollered,Excited
twins,Excited
pee,Excited
poo,Excited
tied,Excited
diapers,Excited
courage,Happy
blade,Happy
flesh,Happy
thin,Sad
thinner,Sad
disappear,Sad
soo,Happy
object,Happy
sensational,Happy
ash,Happy
stench,Happy
greasy,Happy
yeast,Happy
infection,Happy
mode,Happy
bastard,Happy
ticket,Happy
remembering,Sad
caress,Sad
palms,Sad
provide,Fearful
tail,Fearful
disturb,Happy
reminder,Angry
joy,Angry
peace,Angry
cesspool,Happy
capacity,Fearful
compassion,Fearful
ability,Fearful
bite,Fearful
metaphorically,Fearful
wise,Fearful
sixty,Fearful
morally,Angry
michigans,Angry
yorks,Angry
governor,Angry
prostitutes,Angry
wifes,Angry
daughters,Angry
backs,Angry
temple,Happy
classes,Sad
simplify,Sad
instruction,Sad
demonstration,Sad
stares,Sad
themselves,Sad
studio,Sad
soaking,Sad
sweat,Sad
startling,Sad
clarity,Sad
body,Excited
particularly,Excited
stressed,Excited
itself,Excited
castanets,Happy
ray,Happy
raposa,Happy
wave,Happy
freak,Happy
rolled,Happy
crested,Happy
washed,Happy
dirt,Happy
idling,Fearful
path,Fearful
apologise,Angry
advance,Angry
following,Angry
polishes,Happy
jacked,Happy
mornings,Happy
snooze,Happy
tenge,Angry
offer,Angry
considers,Fearful
nuclear,Fearful
weapons,Fearful
protests,Fearful
riots,Fearful
police,Fearful
governments,Fearful
responses,Fearful
laws,Fearful
passed,Fearful
changing,Excited
calorie,Excited
intake,Excited
eternally,Happy
continuous,Happy
darling,Sad
touched,Sad
question,Sad
courage,Sad
fiddle,Happy
stopping,Sad
fits,Sad
patience,Sad
please,Sad
return,Angry
education,Angry
rel,Angry
bookmark,Angry
entry,Angry
liveagainsttheflow,Angry
boring,Happy
genius,Happy
cruising,Happy
duluth,Sad
tasting,Happy
italian,Angry
ppl,Angry
anguish,Fearful
raped,Fearful
systematically,Fearful
assassinated,Fearful
u,Fearful
poor,Excited
callous,Angry
cheap,Angry
unfaithful,Angry
estimate,Happy
nepali,Happy
english,Happy
german,Happy
bridge,Fearful
tith,Fearful
sam,Fearful
ath,Fearful
whose,Fearful
afp,Fearful
glory,Sad
cool,Sad
escape,Fearful
forehead,Fearful
imagine,Fearful
scrunching,Fearful
permanent,Fearful
wrinkles,Fearful
robot,Angry
scanned,Sad
posts,Sad
seized,Happy
mis,Fearful
stepping,Fearful
dishonoring,Fearful
upsetting,Fearful
participants,Fearful
quest,Fearful
eerily,Happy
parallels,Happy
unnatural,Sad
tense,Sad
uncaring,Sad
despite,Fearful
flexy,Fearful
sweat,Fearful
soaked,Fearful
minor,Happy
dew,Happy
showing,Happy
south,Happy
encourage,Happy
advancement,Happy
cassandra,Happy
locking,Happy
attics,Happy
barns,Happy
warmed,Happy
ginger,Happy
huckleberry,Happy
abelard,Happy
posted,Angry
lovely,Angry
instagram,Angry
plane,Angry
encased,Sad
stiff,Sad
unused,Sad
limbs,Sad
plateaus,Sad
pgce,Happy
thoroughly,Sad
existing,Angry
symbol,Angry
allah,Happy
overcome,Sad
disgusting,Sad
rescue,Angry
eaters,Angry
novel,Angry
decide,Angry
gina,Angry
letters,Angry
misgivings,Angry
bandaid,Happy
cap,Happy
performances,Happy
setting,Happy
developed,Happy
pedestrian,Happy
critically,Happy
flawed,Happy
ryodan,Sad
computers,Sad
cancer,Sad
patient,Sad
conflict,Sad
worries,Sad
lingers,Sad
subconscious,Sad
touches,Happy
tomorrows,Happy
alight,Happy
hotel,Happy
bellmen,Happy
glances,Happy
adress,Fearful
issues,Fearful
attempt,Fearful
supported,Fearful
craving,Sad
distracted,Happy
kai,Happy
neglected,Angry
undeservedly,Angry
harmed,Angry
events,Fearful
acknowledgement,Sad
eddie,Sad
eg,Sad
rapport,Happy
sacrificed,Happy
safety,Fearful
net,Fearful
necessarily,Fearful
rape,Fearful
whistles,Fearful
grossly,Fearful
campus,Fearful
development,Happy
runny,Happy
nose,Happy
ebooks,Happy
mighty,Fearful
roar,Fearful
twitter,Sad
grouchy,Happy
forego,Happy
favor,Happy
futon,Happy
kinds,Angry
conflicted,Angry
paparazzi,Angry
zq,Angry
jcho,Angry
cpine,Angry
doctor,Angry
approach,Angry
ailments,Angry
fandoms,Angry
remaining,Angry
saints,Angry
sport,Angry
prelim,Sad
papers,Sad
maths,Sad
limbo,Sad
properly,Sad
poggy,Sad
habit,Excited
major,Excited
changes,Excited
occasionally,Excited
grumpy,Excited
cambodia,Fearful
lax,Fearful
airport,Fearful
bi,Fearful
irresistable,Happy
areas,Excited
may,Excited
whiney,Excited
expload,Sad
struggles,Happy
unmentioned,Happy
unity,Happy
highlights,Happy
sweaty,Happy
rehearsals,Happy
greet,Happy
per,Happy
guides,Happy
obsessively,Happy
exceptions,Happy
expecting,Happy
bought,Angry
nail,Angry
varnish,Angry
brazilian,Happy
numbness,Sad
calmer,Angry
aftermath,Sad
laura,Sad
gilbert,Sad
theybf,Sad
o,Angry
whore,Angry
sniiiiifff,Angry
honey,Angry
loved,Angry
freely,Happy
telstra,Sad
pessimistic,Sad
tad,Angry
carson,Happy
sooo,Happy
happily,Happy
bobbing,Happy
exploring,Happy
abstract,Happy
bond,Happy
glanced,Angry
window,Angry
strolling,Angry
sidewalks,Angry
carefree,Angry
current,Angry
describe,Sad
transformed,Sad
anesthetized,Sad
movements,Happy
bunion,Happy
cheap,Happy
cafe,Happy
neighborhood,Happy
incredible,Happy
mexican,Happy
prize,Happy
copy,Happy
baba,Happy
emote,Happy
posting,Sad
recipe,Sad
madre,Sad
protective,Sad
em,Sad
respect,Sad
insights,Sad
difficult,Sad
discussion,Sad
familiar,Sad
possessive,Happy
harry,Happy
grabbed,Happy
grabbing,Happy
paint,Happy
nails,Happy
chest,Angry
sinus,Angry
bailed,Sad
chronically,Fearful
prove,Sad
football,Sad
stereotype,Sad
incorrect,Sad
eagles,Sad
complex,Sad
cooper,Sad
bladders,Happy
vibe,Excited
nerve,Sad
ted,Fearful
inspired,Fearful
simplicity,Fearful
sneeze,Sad
circles,Sad
proving,Happy
typical,Happy
americans,Happy
dependent,Happy
foreign,Happy
plane,Happy
shavings,Happy
precision,Happy
relax,Fearful
distinctly,Fearful
caffeine,Angry
decaf,Angry
parting,Sad
drugged,Sad
delightful,Happy
opinionated,Angry
politics,Angry
whoop,Happy
holler,Happy
occasion,Happy
suitably,Happy
constipated,Happy
yhhhay,Happy
femme,Happy
fatale,Happy
britneys,Happy
burnt,Happy
deliver,Happy
opinions,Fearful
fortunate,Happy
corey,Happy
whispered,Happy
generation,Happy
learns,Happy
openly,Happy
ashame,Sad
fourth,Sad
bottle,Sad
reflect,Angry
reckless,Happy
deceived,Angry
development,Fearful
fitness,Fearful
dread,Happy
shrugged,Excited
educational,Excited
tour,Excited
guilty,Excited
prefer,Excited
stay,Excited
territory,Angry
ignore,Angry
constitution,Angry
follow,Angry
constitutional,Angry
bureaucracies,Angry
yeah,Fearful
bully,Fearful
choose,Angry
differently,Angry
regimented,Sad
burn,Sad
sky,Sad
deedee,Happy
dry,Sad
spell,Sad
curiously,Happy
sophist,Happy
examples,Happy
cos,Sad
crystal,Sad
ball,Sad
low,Angry
grade,Angry
physics,Angry
midterm,Angry
oblige,Happy
homeschooling,Sad
homeschool,Sad
participate,Sad
scolding,Sad
sobriety,Sad
attempts,Sad
engage,Sad
definite,Sad
air,Sad
crime,Sad
committed,Sad
restaurants,Happy
cheaper,Happy
eateries,Happy
lacking,Happy
flavor,Happy
intentional,Happy
chasing,Happy
monster,Happy
ecstasy,Happy
triumph,Happy
gain,Fearful
concentrate,Fearful
nightmarish,Sad
visions,Sad
popped,Sad
prospect,Fearful
suitcase,Fearful
dvds,Fearful
watched,Fearful
consuming,Angry
permeates,Happy
storm,Happy
explaining,Angry
dismisses,Angry
blindly,Angry
disinterested,Angry
talk,Excited
estate,Excited
agent,Excited
advice,Excited
proceed,Excited
offer,Excited
shaking,Fearful
curtains,Fearful
tingles,Fearful
tickles,Fearful
pulse,Fearful
accustomed,Fearful
songs,Fearful
play,Fearful
guitar,Fearful
checking,Sad
dominican,Happy
republic,Happy
raped,Sad
adoption,Sad
sooner,Sad
guessed,Sad
whats,Sad
brooklyn,Happy
latch,Happy
bottle,Happy
skipping,Happy
cream,Happy
lemon,Happy
purchased,Happy
sale,Happy
guessed,Happy
riva,Happy
harvey,Happy
weinstein,Happy
oscars,Happy
reason,Excited
patronize,Happy
seeming,Sad
nor,Sad
grove,Sad
accord,Happy
x,Sad
patriotism,Happy
cautiously,Happy
heading,Happy
md,Happy
guidance,Happy
weave,Happy
animal,Angry
prowl,Angry
jungle,Angry
warm,Angry
sand,Angry
deserted,Angry
island,Angry
possessions,Happy
rock,Happy
hates,Sad
knowing,Excited
ill,Excited
sinking,Sad
differently,Sad
november,Happy
inevitable,Happy
steam,Happy
hummpffff,Happy
academic,Fearful
ie,Fearful
closure,Fearful
attitude,Angry
winterpaysforsummer,Happy
journalist,Happy
dedicated,Happy
eurovision,Happy
sh,Excited
versus,Happy
harmonious,Happy
veering,Happy
stereotypes,Happy
tatsuma,Happy
aoi,Happy
concern,Happy
ron,Happy
confuse,Sad
rite,Sad
babysit,Sad
chill,Sad
mode,Sad
flashback,Happy
lacking,Excited
accessory,Excited
department,Excited
equally,Sad
insecurities,Sad
surface,Sad
referred,Angry
hypocrite,Happy
palin,Happy
lazy,Angry
transformed,Angry
state,Angry
yelled,Angry
muscle,Sad
matty,Happy
unexplained,Sad
canon,Happy
iii,Happy
mummy,Happy
toilet,Happy
clinique,Fearful
products,Fearful
temporarily,Happy
ashamed,Happy
ffs,Angry
twitter,Angry
recently,Angry
sensible,Angry
ashlotte,Happy
talim,Happy
costume,Happy
itd,Happy
flowing,Happy
gucci,Happy
hating,Sad
classroom,Sad
judged,Sad
jeered,Sad
resorted,Angry
peak,Angry
illness,Angry
housebound,Angry
peckish,Angry
brew,Angry
pics,Angry
mica,Happy
idea,Excited
interesting,Excited
anybody,Excited
fool,Excited
laughing,Excited
points,Excited
gratefulness,Excited
elated,Happy
slash,Sad
wrist,Sad
kuwait,Happy
asserted,Sad
reject,Fearful
listens,Excited
current,Excited
unique,Excited
gets,Excited
lost,Excited
non,Excited
korean,Excited
translated,Excited
approval,Sad
particular,Sad
coward,Happy
grandchildren,Angry
treated,Angry
husbands,Angry
mum,Angry
revolve,Angry
ew,Happy
customers,Fearful
maze,Fearful
profoundly,Angry
anime,Angry
dumb,Angry
attended,Happy
similar,Fearful
families,Fearful
reached,Fearful
uncertainty,Fearful
preclude,Fearful
serving,Fearful
meantime,Fearful
discovering,Fearful
reach,Fearful
london,Angry
derby,Angry
tings,Excited
raining,Happy
detoxified,Happy
iws,Happy
succumb,Fearful
insecurities,Fearful
thankfully,Fearful
suggested,Happy
outlandish,Happy
unresponsive,Sad
driftingthroughlife,Happy
thankful,Angry
gave,Angry
moulding,Angry
theirs,Happy
arguments,Happy
gloominess,Sad
sluggish,Happy
ffviii,Happy
liquor,Sad
concentrate,Happy
log,Happy
compagnon,Happy
expressions,Happy
vital,Sad
information,Sad
helped,Sad
mommy,Happy
sons,Happy
previously,Happy
possession,Happy
fearful,Sad
ripped,Sad
sensations,Sad
chaos,Sad
energized,Angry
jon,Happy
advanced,Happy
coupled,Happy
mixture,Happy
appropriately,Sad
project,Sad
persevere,Happy
web,Happy
technology,Happy
mistakes,Happy
frustrations,Happy
km,Sad
survived,Sad
shouldnt,Angry
reacting,Angry
horrid,Angry
burying,Happy
crotch,Happy
faced,Sad
steam,Sad
emerging,Sad
artist,Sad
irritable,Fearful
discontent,Fearful
christ,Fearful
gives,Fearful
lovely,Fearful
verse,Fearful
coppers,Happy
homely,Happy
remarkably,Happy
snowboarding,Fearful
embarrassed,Happy
betty,Happy
clue,Fearful
blinds,Happy
easiest,Happy
jolt,Happy
submission,Happy
electricity,Happy
dh,Sad
diagnosis,Sad
generalised,Sad
desiring,Sad
substance,Sad
compounds,Sad
substances,Sad
childhood,Sad
beauty,Excited
diversity,Excited
joie,Excited
de,Excited
vivre,Excited
grew,Happy
lower,Happy
jumbleupon,Sad
tank,Sad
disciple,Sad
regurgitate,Sad
eva,Sad
friday,Fearful
saturday,Fearful
respectful,Fearful
laid,Fearful
battles,Sad
wow,Happy
frenh,Happy
tutor,Happy
dontt,Happy
coldness,Sad
compare,Sad
temperature,Sad
europe,Happy
refused,Sad
vulnerability,Sad
manipulated,Sad
join,Fearful
beijing,Fearful
integrity,Sad
backing,Sad
blows,Sad
horror,Fearful
sexual,Fearful
plurals,Happy
acts,Happy
snarky,Happy
disinfected,Sad
immensely,Sad
commuters,Angry
south,Angry
african,Angry
reliable,Angry
british,Angry
mainstream,Sad
caffeinated,Sad
tea,Sad
calmer,Sad
relaxed,Sad
unhappy,Angry
caused,Angry
aggressive,Angry
individuals,Angry
attitudes,Angry
quickly,Fearful
sauna,Fearful
bath,Fearful
steam,Fearful
shower,Fearful
goldilocks,Fearful
wants,Fearful
gameplay,Sad
disdain,Angry
acted,Angry
forth,Sad
busier,Sad
fulfilled,Sad
motherhood,Sad
slightest,Sad
melody,Happy
asd,Happy
toy,Happy
lego,Happy
motivator,Happy
enjoyed,Sad
garage,Angry
guy,Angry
scheduler,Angry
massive,Angry
okay,Angry
repairman,Angry
wimp,Angry
conducted,Fearful
survey,Fearful
onel,Fearful
demons,Fearful
creators,Fearful
eminent,Fearful
patriotic,Fearful
heroes,Fearful
epic,Fearful
deeds,Fearful
mushroom,Happy
pizza,Happy
pitcher,Happy
beer,Happy
positively,Happy
rhetoric,Angry
conscientious,Sad
organic,Happy
extra,Fearful
lunchtime,Sad
dao,Sad
ness,Sad
buried,Happy
ethan,Happy
teased,Happy
fancied,Happy
response,Fearful
allergies,Sad
energies,Excited
mary,Angry
respect,Fearful
harmony,Fearful
football,Fearful
alabama,Happy
aware,Angry
season,Angry
emptied,Happy
controlled,Happy
slowly,Sad
progressing,Sad
gotten,Fearful
displaced,Fearful
todd,Angry
caleb,Angry
frustration,Angry
veer,Fearful
disorientated,Fearful
queasy,Fearful
frumpy,Happy
forgave,Sad
established,Happy
activity,Fearful
require,Fearful
physical,Fearful
adult,Fearful
charge,Fearful
pride,Fearful
resisting,Fearful
peregrinos,Fearful
piling,Angry
decorate,Angry
slacking,Angry
toilet,Angry
constipated,Angry
viewer,Angry
ratings,Angry
drama,Angry
iris,Angry
huge,Angry
successful,Angry
arc,Happy
gwen,Happy
stacey,Happy
ruin,Happy
freakin,Happy
city,Happy
heap,Sad
orthodox,Happy
solution,Happy
duplex,Happy
dsl,Happy
wireless,Happy
blair,Happy
twin,Sad
nephews,Sad
posted,Fearful
th,Fearful
admin,Fearful
irritated,Fearful
annoyed,Fearful
landing,Happy
google,Happy
engine,Happy
homepage,Happy
theme,Happy
depend,Happy
keywords,Happy
cru,Angry
australia,Angry
teddy,Happy
careful,Happy
teddies,Happy
ought,Sad
decline,Sad
standards,Sad
heartburn,Happy
discussing,Excited
realness,Excited
portrayal,Excited
condition,Excited
never,Excited
experienced,Excited
figuring,Sad
lyrics,Sad
apologies,Sad
haven,Excited
broke,Excited
class,Excited
waving,Excited
next,Excited
cheated,Excited
mentioned,Excited
before,Excited
election,Fearful
given,Fearful
inevitably,Happy
liverpool,Happy
wet,Happy
kisses,Happy
taunted,Fearful
weakness,Fearful
frailty,Fearful
exterior,Fearful
human,Fearful
existance,Fearful
lies,Fearful
warmth,Fearful
masculinity,Fearful
upstream,Happy
strip,Happy
ole,Happy
fathomed,Happy
alec,Happy
liar,Happy
stab,Angry
commons,Sad
succeed,Fearful
unattainable,Fearful
prolonged,Fearful
contacts,Angry
banks,Angry
arrived,Angry
discontented,Sad
flighty,Angry
discouraged,Angry
marvelous,Angry
jesus,Angry
holy,Angry
word,Angry
ignites,Angry
moving,Angry
spirits,Sad
k,Sad
knowingly,Angry
wistful,Sad
tub,Sad
shitty,Angry
alexis,Angry
belonging,Sad
collective,Sad
ego,Sad
lone,Angry
wah,Happy
nationalism,Happy
blah,Happy
aryans,Happy
boo,Happy
jews,Happy
looked,Fearful
sams,Fearful
pent,Fearful
worthlessness,Happy
condemned,Sad
numbing,Sad
pleasures,Sad
despair,Sad
pressures,Happy
foment,Happy
saddle,Happy
tried,Fearful
pushing,Fearful
slapping,Fearful
fake,Fearful
boil,Fearful
limply,Sad
focusing,Excited
making,Excited
decisions,Excited
discuss,Excited
sin,Excited
aspieness,Happy
iq,Happy
true,Angry
seven,Angry
norm,Angry
consider,Angry
unmotivated,Angry
reader,Fearful
bounces,Fearful
uses,Fearful
earliest,Fearful
period,Fearful
dawn,Fearful
till,Fearful
calls,Happy
tbt,Happy
straits,Fearful
atmosphere,Sad
fertile,Happy
rid,Fearful
sun,Angry
stubbornly,Angry
refuses,Angry
september,Angry
roundabouts,Happy
hangover,Sad
annoyingly,Sad
herself,Fearful
underground,Fearful
murmurs,Fearful
rat,Excited
skinner,Excited
box,Excited
vaguely,Sad
flight,Sad
personally,Fearful
